country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",12-04-2025 09:00,26.146529,87.454184,PM10,20,191,56
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",12-04-2025 09:00,26.146529,87.454184,NO2,6,7,7
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",12-04-2025 09:00,26.146529,87.454184,OZONE,8,19,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",12-04-2025 09:00,25.5626095,84.663264,PM2.5,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",12-04-2025 09:00,25.5626095,84.663264,PM10,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",12-04-2025 09:00,25.5626095,84.663264,NH3,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",12-04-2025 09:00,25.5626095,84.663264,SO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",12-04-2025 09:00,24.75746,84.366208,SO2,9,16,12
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",12-04-2025 09:00,26.80365,84.51954,PM10,33,156,69
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",12-04-2025 09:00,25.251013,86.989001,PM10,15,43,28
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",12-04-2025 09:00,26.181742,91.78063,CO,29,92,46
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",12-04-2025 09:00,26.349082,92.68449,PM2.5,28,82,57
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",12-04-2025 09:00,26.349082,92.68449,NO2,5,16,10
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",12-04-2025 09:00,26.446912,91.439057,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",12-04-2025 09:00,24.82827,92.79525,PM2.5,17,39,29
India,Assam,Silchar,"Tarapur, Silchar - PCBA",12-04-2025 09:00,24.82827,92.79525,PM10,47,54,48
India,Assam,Silchar,"Tarapur, Silchar - PCBA",12-04-2025 09:00,24.82827,92.79525,NO2,14,15,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA",12-04-2025 09:00,24.82827,92.79525,CO,20,28,27
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",12-04-2025 09:00,26.987634,94.636574,NH3,3,4,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",12-04-2025 09:00,26.987634,94.636574,CO,16,26,22
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",12-04-2025 09:00,25.265194,87.012947,PM2.5,3,147,85
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",12-04-2025 09:00,25.265194,87.012947,NH3,2,15,13
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",12-04-2025 09:00,25.204762,85.51496,NO2,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",12-04-2025 09:00,25.56752,83.966379,NH3,4,4,4
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",12-04-2025 09:00,25.56752,83.966379,SO2,1,8,5
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",12-04-2025 09:00,25.7808257,84.7446768,PM10,28,103,54
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",12-04-2025 09:00,25.7808257,84.7446768,NO2,5,421,68
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",12-04-2025 09:00,25.7808257,84.7446768,NH3,4,10,7
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",12-04-2025 09:00,25.7808257,84.7446768,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",12-04-2025 09:00,16.554731,80.64911,SO2,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",12-04-2025 09:00,17.72,83.3,PM2.5,32,95,61
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",12-04-2025 09:00,17.72,83.3,NH3,2,3,3
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",12-04-2025 09:00,27.103358,93.679645,PM10,38,116,67
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",12-04-2025 09:00,27.103358,93.679645,OZONE,3,4,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",12-04-2025 09:00,26.071318,91.87488,NO2,6,19,12
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",12-04-2025 09:00,16.5150833,80.5181667,CO,14,143,82
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",12-04-2025 09:00,14.675886,77.593027,NO2,24,39,31
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",12-04-2025 09:00,14.675886,77.593027,SO2,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",12-04-2025 09:00,14.675886,77.593027,OZONE,23,57,34
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",12-04-2025 09:00,14.465052,78.824187,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",12-04-2025 09:00,14.465052,78.824187,NH3,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",12-04-2025 09:00,16.9872867,81.7363176,PM10,44,87,57
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",12-04-2025 09:00,26.071318,91.87488,CO,26,66,55
India,Assam,Guwahati,"IITG, Guwahati - PCBA",12-04-2025 09:00,26.2028636,91.70046436,NO2,1,5,3
India,Assam,Guwahati,"IITG, Guwahati - PCBA",12-04-2025 09:00,26.2028636,91.70046436,CO,4,16,14
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",12-04-2025 09:00,26.10887,91.589544,OZONE,10,20,13
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",12-04-2025 09:00,26.181742,91.78063,PM10,63,192,107
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",12-04-2025 09:00,24.792403,84.992416,PM2.5,20,233,87
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",12-04-2025 09:00,24.792403,84.992416,CO,13,53,26
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",12-04-2025 09:00,25.697189,85.2459,OZONE,10,87,23
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",12-04-2025 09:00,25.560083,87.553265,PM10,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",12-04-2025 09:00,25.560083,87.553265,SO2,14,26,20
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",12-04-2025 09:00,26.0881305,87.93840336,PM2.5,2,37,11
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",12-04-2025 09:00,26.63086,84.90051,PM10,14,117,58
India,Bihar,Munger,"Town Hall, Munger - BSPCB",12-04-2025 09:00,25.376776,86.471523,OZONE,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",12-04-2025 09:00,16.536107,80.594233,NO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",12-04-2025 09:00,16.509717,80.612222,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",12-04-2025 09:00,16.509717,80.612222,SO2,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",12-04-2025 09:00,16.5150833,80.5181667,PM10,44,80,61
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",12-04-2025 09:00,22.348441,82.549611,PM2.5,53,122,80
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",12-04-2025 09:00,22.348441,82.549611,PM10,37,152,70
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",12-04-2025 09:00,22.348441,82.549611,NH3,2,5,3
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",12-04-2025 09:00,22.348441,82.549611,CO,26,46,33
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",12-04-2025 09:00,22.12665,83.483212,NH3,2,2,2
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",12-04-2025 09:00,22.12665,83.483212,SO2,3,8,5
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",12-04-2025 09:00,22.1910172,83.5197009,PM10,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",12-04-2025 09:00,22.1910172,83.5197009,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",12-04-2025 09:00,21.258815,81.578979,PM2.5,2,67,30
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",12-04-2025 09:00,21.219665,81.630094,NO2,38,201,70
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",12-04-2025 09:00,21.185571,81.343175,PM2.5,20,47,31
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",12-04-2025 09:00,21.185571,81.343175,PM10,36,76,57
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",12-04-2025 09:00,21.224231,81.40835,CO,16,118,66
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",12-04-2025 09:00,22.08815,82.13737,CO,25,40,32
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",12-04-2025 09:00,22.118125,83.140608,PM10,27,133,54
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",12-04-2025 09:00,22.118125,83.140608,CO,22,37,27
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",12-04-2025 09:00,22.118125,83.140608,OZONE,21,86,23
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",12-04-2025 09:00,26.1403345,85.3650192,PM10,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",12-04-2025 09:00,26.1403345,85.3650192,CO,53,71,58
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",12-04-2025 09:00,26.1209,85.3647,PM2.5,43,98,68
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",12-04-2025 09:00,25.586562,85.043586,PM10,44,83,63
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",12-04-2025 09:00,25.586562,85.043586,SO2,3,6,4
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",12-04-2025 09:00,25.592539,85.227158,PM10,27,135,88
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",12-04-2025 09:00,21.219665,81.630094,SO2,3,26,10
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",12-04-2025 09:00,21.237755,81.705301,PM2.5,30,53,42
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",12-04-2025 09:00,21.371751,81.664929,SO2,13,91,34
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",12-04-2025 09:00,21.371751,81.664929,OZONE,5,40,8
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",12-04-2025 09:00,22.06631475,83.33820077,PM10,34,126,76
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",12-04-2025 09:00,25.859655,85.77944,PM2.5,3,220,54
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",12-04-2025 09:00,25.859655,85.77944,PM10,34,100,58
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",12-04-2025 09:00,25.859655,85.77944,CO,2,83,45
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",12-04-2025 09:00,24.952822,84.002396,PM2.5,48,170,75
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",12-04-2025 09:00,26.2271665,84.3570427,PM2.5,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",12-04-2025 09:00,26.2271665,84.3570427,CO,78,111,86
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",12-04-2025 09:00,28.647622,77.315809,PM2.5,15,207,70
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",12-04-2025 09:00,28.647622,77.315809,NO2,31,72,50
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",12-04-2025 09:00,28.647622,77.315809,NH3,4,18,10
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",12-04-2025 09:00,28.695381,77.181665,PM2.5,28,315,75
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",12-04-2025 09:00,28.695381,77.181665,OZONE,17,185,38
India,Delhi,Delhi,"Bawana, Delhi - DPCC",12-04-2025 09:00,28.7762,77.051074,PM2.5,22,317,93
India,Delhi,Delhi,"DTU, Delhi - CPCB",12-04-2025 09:00,28.7500499,77.1112615,OZONE,26,43,26
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",12-04-2025 09:00,28.498571,77.26484,PM2.5,27,118,57
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",12-04-2025 09:00,28.498571,77.26484,NO2,11,20,15
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",12-04-2025 09:00,25.599486,85.113666,PM10,37,69,55
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",12-04-2025 09:00,25.599486,85.113666,OZONE,28,128,41
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",12-04-2025 09:00,25.366336,87.117468,PM2.5,27,137,49
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",12-04-2025 09:00,30.751462,76.762879,PM10,39,103,70
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",12-04-2025 09:00,30.751462,76.762879,OZONE,17,78,31
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",12-04-2025 09:00,30.719859,76.738637,OZONE,7,130,37
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",12-04-2025 09:00,21.613267,73.010555,NO2,61,87,71
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",12-04-2025 09:00,21.613267,73.010555,NH3,7,11,7
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",12-04-2025 09:00,21.613267,73.010555,SO2,45,45,45
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",12-04-2025 09:00,23.163798,72.677768,PM2.5,53,122,79
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",12-04-2025 09:00,23.163798,72.677768,NO2,4,33,16
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",12-04-2025 09:00,23.243639,72.68994,NO2,32,60,45
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",12-04-2025 09:00,23.221714,72.654328,OZONE,22,64,24
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",12-04-2025 09:00,22.410802,73.097923,PM2.5,50,250,112
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",12-04-2025 09:00,22.410802,73.097923,SO2,1,34,19
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",12-04-2025 09:00,28.56789,77.250515,PM10,38,230,109
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",12-04-2025 09:00,28.56789,77.250515,OZONE,3,273,32
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",12-04-2025 09:00,28.6573814,77.1585447,PM10,9,383,109
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",12-04-2025 09:00,28.6573814,77.1585447,NO2,18,53,32
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",12-04-2025 09:00,28.530785,77.271255,PM10,59,315,120
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",12-04-2025 09:00,28.623763,77.287209,SO2,8,10,9
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",12-04-2025 09:00,28.623763,77.287209,OZONE,5,163,34
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",12-04-2025 09:00,28.636429,77.201067,SO2,3,11,6
India,Delhi,Delhi,"Mundka, Delhi - DPCC",12-04-2025 09:00,28.684678,77.076574,NO2,41,121,58
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",12-04-2025 09:00,28.60909,77.0325413,PM10,13,220,102
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",12-04-2025 09:00,28.60909,77.0325413,NH3,12,13,12
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",12-04-2025 09:00,28.60909,77.0325413,SO2,8,30,21
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",12-04-2025 09:00,28.570173,76.933762,SO2,4,11,7
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",12-04-2025 09:00,23.016834,72.625775,PM10,43,107,73
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",12-04-2025 09:00,23.023389,72.515201,PM10,20,45,32
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",12-04-2025 09:00,23.023389,72.515201,NO2,40,63,49
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",12-04-2025 09:00,23.023389,72.515201,SO2,6,37,14
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12-04-2025 09:00,23.04307,72.562968,PM10,45,130,82
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",12-04-2025 09:00,23.04307,72.562968,NO2,16,79,46
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",12-04-2025 09:00,28.699793,77.165453,PM2.5,22,297,95
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",12-04-2025 09:00,28.699793,77.165453,NH3,10,24,16
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",12-04-2025 09:00,22.977134,72.553024,PM10,102,500,252
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",12-04-2025 09:00,23.002657,72.591912,PM10,63,117,91
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",12-04-2025 09:00,23.020509,72.579261,NH3,NA,NA,NA
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",12-04-2025 09:00,28.5710274,77.0719006,PM2.5,30,318,76
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",12-04-2025 09:00,28.5710274,77.0719006,NH3,15,19,16
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",12-04-2025 09:00,28.6811736,77.3025234,SO2,3,19,4
India,Delhi,Delhi,"ITO, Delhi - CPCB",12-04-2025 09:00,28.628624,77.24106,PM2.5,27,334,92
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",12-04-2025 09:00,28.73282,77.170633,PM2.5,25,364,91
India,Delhi,Delhi,"Pusa, Delhi - DPCC",12-04-2025 09:00,28.639652,77.146275,PM2.5,20,103,51
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",12-04-2025 09:00,28.563262,77.186937,CO,4,81,69
India,Delhi,Delhi,"Rohini, Delhi - DPCC",12-04-2025 09:00,28.732528,77.11992,NH3,10,14,12
India,Delhi,Delhi,"Rohini, Delhi - DPCC",12-04-2025 09:00,28.732528,77.11992,SO2,1,16,8
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",12-04-2025 09:00,28.6514781,77.1473105,NO2,55,79,65
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",12-04-2025 09:00,28.73282,77.170633,SO2,20,43,29
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",12-04-2025 09:00,28.58028,77.233829,CO,42,70,50
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",12-04-2025 09:00,28.611281,77.237738,SO2,8,17,12
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",12-04-2025 09:00,28.5504249,77.2159377,PM10,49,500,134
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",12-04-2025 09:00,28.5504249,77.2159377,NH3,5,11,10
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",12-04-2025 09:00,28.710508,77.249485,NO2,13,74,30
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",12-04-2025 09:00,34.066206,74.81982,PM2.5,57,118,84
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",12-04-2025 09:00,34.066206,74.81982,NH3,2,2,2
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",12-04-2025 09:00,34.066206,74.81982,CO,11,16,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",12-04-2025 09:00,16.172806,75.659694,PM10,45,46,46
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",12-04-2025 09:00,16.172806,75.659694,NO2,9,10,9
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",12-04-2025 09:00,16.172806,75.659694,CO,6,37,23
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",12-04-2025 09:00,16.172806,75.659694,OZONE,12,16,16
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",12-04-2025 09:00,15.888653,74.541751,NO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",12-04-2025 09:00,15.888653,74.541751,SO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",12-04-2025 09:00,15.888653,74.541751,CO,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",12-04-2025 09:00,15.888653,74.541751,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12-04-2025 09:00,12.9135218,77.5950804,PM10,51,139,86
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12-04-2025 09:00,12.88925,74.853,NO2,8,11,9
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12-04-2025 09:00,12.21041,76.37376,PM2.5,13,42,24
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12-04-2025 09:00,12.21041,76.37376,NH3,2,7,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12-04-2025 09:00,12.21041,76.37376,CO,8,30,14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12-04-2025 09:00,12.733409,77.298051,NO2,13,17,14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12-04-2025 09:00,12.733409,77.298051,OZONE,39,77,44
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",12-04-2025 09:00,13.94,75.555917,PM10,44,73,65
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",12-04-2025 09:00,13.94,75.555917,CO,10,33,23
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",12-04-2025 09:00,13.377516,77.099072,PM2.5,24,56,38
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12-04-2025 09:00,12.920984,77.584908,CO,5,24,9
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",12-04-2025 09:00,13.003872,77.664217,PM2.5,39,40,39
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",12-04-2025 09:00,13.0270199,77.494094,SO2,3,21,8
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12-04-2025 09:00,12.921418,77.502466,PM10,72,149,110
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12-04-2025 09:00,12.921418,77.502466,NH3,1,2,2
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",12-04-2025 09:00,12.990328,77.5431385,NO2,20,32,23
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",12-04-2025 09:00,13.0246342,77.5080115,PM10,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC",12-04-2025 09:00,21.170046,72.795405,CO,33,41,35
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",12-04-2025 09:00,20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",12-04-2025 09:00,22.969611,72.6435,NO2,18,40,29
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",12-04-2025 09:00,22.969611,72.6435,SO2,8,11,10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",12-04-2025 09:00,28.422681,77.148944,OZONE,66,315,74
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",12-04-2025 09:00,28.3153,76.9143,PM2.5,26,232,79
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",12-04-2025 09:00,28.3153,76.9143,NH3,5,9,7
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12-04-2025 09:00,12.9135218,77.5950804,OZONE,23,29,24
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12-04-2025 09:00,12.951913,77.539784,PM2.5,20,72,43
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12-04-2025 09:00,12.951913,77.539784,NO2,4,12,7
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",12-04-2025 09:00,12.9756843,77.5660749,PM10,86,105,95
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",12-04-2025 09:00,12.938539,77.5901,SO2,10,13,11
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12-04-2025 09:00,12.920984,77.584908,PM2.5,19,59,39
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12-04-2025 09:00,12.920984,77.584908,NO2,16,17,16
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",12-04-2025 09:00,15.3714823,75.1160168,NH3,1,3,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",12-04-2025 09:00,17.321993,76.822628,NH3,1,4,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",12-04-2025 09:00,17.321993,76.822628,SO2,33,72,41
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",12-04-2025 09:00,17.321993,76.822628,OZONE,24,84,30
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",12-04-2025 09:00,17.336318,76.847397,CO,32,58,34
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",12-04-2025 09:00,15.34763,76.181767,SO2,NA,NA,NA
